user_id,product_id,uxp_total_bought,one_shot_ratio_product,times_last5,times_last5_ratio,total_orders,first_order_number,Order_Range_D,Order_Ratio_user_id_X_product_id,reorder_ratio,mean_add_to_cart_order,order_size_avg,order_number,order_dow,order_hour_of_day,days_since_prior_order,reordered
26950,38563.0,1,0.6676234213547646,0.0,0.0,16,8,9,0.1111111111111111,0.49257209437809496,9.195164579085349,8.1875,16,2,12,22.0,0.0
133307,40706.0,1,0.4736261843238587,1.0,0.2,18,16,3,0.3333333333333333,0.6555100587502225,9.46339089668269,8.222222222222221,18,5,10,30.0,0.0
177921,31717.0,2,0.49842927973960105,2.0,0.4,8,5,4,0.5,0.6199729589781946,9.147186583050457,12.125,8,6,17,12.0,0.0
26322,32864.0,1,0.5652282054470837,0.0,0.0,18,7,12,0.08333333333333333,0.5905596007943378,9.49040175161668,21.944444444444443,18,4,11,28.0,0.0
113247,36207.0,1,0.5307262569832403,1.0,0.2,23,21,3,0.3333333333333333,0.6133909287257019,7.4514038876889845,21.73913043478261,23,0,11,30.0,0.0
68711,46979.0,1,0.5045139699587516,1.0,0.2,5,1,5,0.2,0.618061025816328,8.80434879538665,11.6,5,1,19,13.0,0.0
164101,39693.0,3,0.6997729852440409,0.0,0.0,44,11,34,0.08823529411764706,0.39010038075458636,9.639667705088266,9.159090909090908,44,0,14,7.0,0.0
8445,45578.0,8,0.6150121065375302,0.0,0.0,15,1,15,0.5333333333333333,0.5580524344569289,8.786516853932584,9.8,15,0,9,25.0,0.0
71552,11688.0,1,0.603290676416819,0.0,0.0,10,4,7,0.14285714285714285,0.5867539662553513,10.28783681692269,15.9,10,1,13,27.0,0.0
125582,38777.0,2,0.5262584704743466,2.0,0.4,16,14,3,0.6666666666666666,0.6199586111749827,9.19392963899747,14.625,16,1,21,11.0,1.0
113104,48538.0,1,0.8523489932885906,1.0,0.2,4,2,3,0.3333333333333333,0.18579234972677597,9.508196721311476,11.5,4,3,13,16.0,0.0
186336,33984.0,2,0.8046242774566474,2.0,0.4,6,2,5,0.4,0.25302245250431776,10.921416234887737,14.0,6,5,18,30.0,0.0
134985,717.0,1,0.7313432835820896,1.0,0.2,33,30,4,0.25,0.36363636363636365,7.959294436906378,36.90909090909091,33,0,13,7.0,0.0
178778,37354.0,1,0.5769547325102881,0.0,0.0,16,1,16,0.0625,0.5343043311613646,8.999616711383672,14.5625,16,1,19,17.0,0.0
27702,24964.0,1,0.4228392424889648,1.0,0.2,18,16,3,0.3333333333333333,0.6801271657344823,8.769042977645794,8.222222222222221,18,5,8,12.0,0.0
68347,10246.0,1,0.5788312146892656,0.0,0.0,85,52,34,0.029411764705882353,0.5245530093175522,9.608327037689918,9.129411764705882,85,0,7,8.0,0.0
103453,14089.0,2,0.5990990990990991,2.0,0.4,18,15,4,0.5,0.5978260869565217,9.898550724637682,3.6666666666666665,18,5,9,25.0,0.0
196351,1787.0,2,0.7840451248992748,1.0,0.2,21,1,21,0.09523809523809523,0.2904516866781018,10.299028016009148,28.38095238095238,21,0,16,4.0,0.0
51269,41982.0,2,0.7560975609756098,2.0,0.4,16,13,4,0.5,0.2807017543859649,8.87719298245614,8.75,16,0,15,8.0,0.0
61850,47144.0,3,0.45992115637319314,3.0,0.6,5,1,5,0.6,0.7139345921406471,6.121389121822861,10.0,5,1,15,30.0,1.0
26854,24852.0,2,0.2540699875601709,2.0,0.4,4,2,3,0.6666666666666666,0.8435008940569022,4.894128849999471,7.5,4,1,20,1.0,0.0
65191,34356.0,2,0.840064620355412,0.0,0.0,30,9,22,0.09090909090909091,0.19818652849740934,10.682642487046632,10.366666666666667,30,1,13,15.0,0.0
23309,30192.0,1,0.5583972719522592,1.0,0.2,9,5,5,0.2,0.637739345274861,11.289067325509574,6.444444444444445,9,5,14,30.0,0.0
153060,25005.0,1,0.7028584601198709,0.0,0.0,21,3,19,0.05263157894736842,0.40567200986436497,10.9724619810933,7.666666666666667,21,2,18,21.0,0.0
175488,17400.0,1,0.7302873986735445,0.0,0.0,12,6,7,0.14285714285714285,0.3892889288928893,9.414041404140415,5.166666666666667,12,0,12,30.0,0.0
202377,21174.0,4,0.598656743510619,0.0,0.0,28,9,20,0.2,0.5543240838119893,8.767251840465981,5.785714285714286,28,0,14,2.0,0.0
112358,18382.0,1,0.701849568434032,1.0,0.2,5,3,3,0.3333333333333333,0.4098384514626692,9.508950662203464,8.6,5,6,14,18.0,0.0
171752,2588.0,5,0.5931558935361216,0.0,0.0,11,1,11,0.45454545454545453,0.486328125,9.203125,17.272727272727273,11,3,20,24.0,0.0
54770,5727.0,1,0.5522788203753352,0.0,0.0,41,30,12,0.08333333333333333,0.5790067720090294,8.37923250564334,10.902439024390244,41,1,17,0.0,0.0
204578,13380.0,1,0.6027234042553191,0.0,0.0,9,1,9,0.1111111111111111,0.5494631901840491,9.4715490797546,13.555555555555555,9,5,9,20.0,0.0
189477,4920.0,3,0.47677377144518757,2.0,0.4,8,3,6,0.5,0.6672834355234675,8.209205577525427,16.375,8,0,16,14.0,0.0
141770,8104.0,7,0.75,2.0,0.4,18,5,14,0.5,0.3931034482758621,7.613793103448276,6.555555555555555,18,4,10,6.0,1.0
132975,23848.0,2,0.6274509803921569,0.0,0.0,10,1,10,0.2,0.5519765739385066,10.059297218155198,5.5,10,5,21,10.0,0.0
153538,12916.0,1,0.6546151282905698,0.0,0.0,49,36,14,0.07142857142857142,0.5212188895979579,7.321873005743459,12.36734693877551,49,6,17,2.0,0.0
45869,5514.0,14,0.3008849557522124,4.0,0.8,48,33,16,0.875,0.8576826196473551,4.770528967254408,11.25,48,0,13,9.0,1.0
192146,41618.0,1,0.5266903914590747,0.0,0.0,9,1,9,0.1111111111111111,0.6233243967828418,8.58813672922252,8.11111111111111,9,4,9,30.0,0.0
162010,18840.0,1,0.6418918918918919,1.0,0.2,4,2,3,0.3333333333333333,0.5251336898395722,9.872727272727273,12.75,4,0,14,8.0,1.0
68382,44142.0,1,0.5432989690721649,0.0,0.0,9,2,8,0.125,0.5489316189634728,8.574251900764956,8.444444444444445,9,4,14,30.0,0.0
61337,9366.0,1,0.6220151426907397,1.0,0.2,6,3,4,0.25,0.49223717285228447,10.77480408102913,16.333333333333332,6,5,10,30.0,0.0
10955,38890.0,1,0.5893765903307888,0.0,0.0,14,9,6,0.16666666666666666,0.5808558858818824,7.6639114784695375,10.928571428571429,14,2,16,30.0,0.0
55717,27845.0,1,0.33331908527463133,1.0,0.2,4,1,4,0.25,0.8303542293607918,5.434748558790472,9.25,4,4,5,30.0,0.0
168923,39275.0,1,0.48594431579514247,1.0,0.2,4,1,4,0.25,0.6288426943833699,8.192694383369979,4.75,4,1,9,30.0,1.0
37542,42269.0,3,0.4963235294117647,0.0,0.0,11,2,10,0.3,0.6091954022988506,8.570402298850574,11.818181818181818,11,6,14,30.0,0.0
60194,49610.0,1,0.3870246085011186,1.0,0.2,4,2,3,0.3333333333333333,0.7525601992803764,5.525186825352892,2.25,4,6,20,13.0,0.0
65220,12206.0,1,0.6724118251341171,0.0,0.0,100,14,87,0.011494252873563218,0.4397621179178923,10.218698043228034,8.83,100,2,11,4.0,0.0
156341,21150.0,1,0.5334522747546833,0.0,0.0,10,1,10,0.1,0.6331806282722513,8.642997382198953,4.3,10,4,18,12.0,0.0
95487,26539.0,1,0.9529411764705882,1.0,0.2,8,7,2,0.5,0.06593406593406594,7.230769230769231,7.75,8,3,9,30.0,0.0
62334,34940.0,1,0.6312576312576312,0.0,0.0,31,15,17,0.058823529411764705,0.4594059405940594,8.601980198019803,4.516129032258065,31,3,14,2.0,0.0
204364,31523.0,1,0.6470588235294118,1.0,0.2,20,19,2,0.5,0.4241192411924119,11.936314363143632,7.6,20,5,15,6.0,0.0
53164,4210.0,1,0.41882293252156266,1.0,0.2,23,21,3,0.3333333333333333,0.7787444223051666,5.188954059439284,7.0,23,5,20,22.0,0.0
33150,13176.0,1,0.2881155861938713,1.0,0.2,11,8,4,0.25,0.832555013835815,5.095946765054684,6.2727272727272725,11,1,13,21.0,1.0
65208,19182.0,1,0.5470737913486005,0.0,0.0,14,9,6,0.16666666666666666,0.6446654611211573,9.348101265822784,10.142857142857142,14,6,16,7.0,0.0
86126,42075.0,1,0.8037166085946573,0.0,0.0,16,5,12,0.08333333333333333,0.27033898305084747,10.096610169491525,8.5,16,2,11,30.0,0.0
51338,38926.0,1,0.9305993690851735,0.0,0.0,62,49,14,0.07142857142857142,0.11079943899018233,9.915848527349228,6.129032258064516,62,4,15,9.0,0.0
20792,24964.0,1,0.4228392424889648,1.0,0.2,20,17,4,0.25,0.6801271657344823,8.769042977645794,5.85,20,2,14,5.0,0.0
166784,44471.0,4,0.5851063829787234,0.0,0.0,47,6,42,0.09523809523809523,0.61298495645289,9.175930324623911,6.638297872340425,47,5,12,5.0,0.0
89444,8424.0,1,0.49696635410921125,1.0,0.2,5,1,5,0.2,0.6550280658357911,8.526662544001523,8.6,5,3,15,4.0,0.0
122548,30855.0,1,0.7252843394575678,0.0,0.0,16,9,8,0.125,0.4496870486278286,9.37120847376023,12.0,16,0,10,30.0,0.0
10817,13740.0,2,0.5484638255698712,0.0,0.0,29,2,28,0.07142857142857142,0.5985837046467218,10.0196530872056,13.275862068965518,29,0,16,30.0,0.0
177035,37053.0,1,0.6384297520661157,1.0,0.2,8,7,2,0.5,0.471846355303361,9.637494543867307,13.625,8,0,14,9.0,0.0
152711,25773.0,1,0.7384615384615385,0.0,0.0,11,6,6,0.16666666666666666,0.3307593307593308,9.257400257400258,7.090909090909091,11,0,8,9.0,0.0
153426,31422.0,3,0.5263157894736842,0.0,0.0,36,18,19,0.15789473684210525,0.7235772357723578,4.614890885750963,7.861111111111111,36,1,10,3.0,0.0
126895,31808.0,4,0.47149122807017546,3.0,0.6,7,1,7,0.5714285714285714,0.7012774320340649,6.0268588273829025,6.571428571428571,7,6,9,30.0,0.0
163405,19171.0,1,0.43125,0.0,0.0,8,1,8,0.125,0.7294250281848929,5.953776775648253,6.625,8,3,8,28.0,0.0
179918,22556.0,1,0.4622701331642359,1.0,0.2,6,2,5,0.2,0.713116245224668,7.0090958704748045,6.0,6,0,17,19.0,0.0
77197,45681.0,1,0.6456140350877193,0.0,0.0,74,3,72,0.013888888888888888,0.49065800162469536,8.280909829406987,12.77027027027027,74,4,13,8.0,0.0
78616,9390.0,3,0.6634508348794063,0.0,0.0,70,54,17,0.17647058823529413,0.4876425855513308,9.569201520912548,9.5,70,2,19,6.0,0.0
129256,43742.0,2,0.844559585492228,2.0,0.4,16,12,5,0.4,0.21224489795918366,10.440816326530612,19.5625,16,6,14,24.0,0.0
96209,35782.0,1,0.5657894736842105,0.0,0.0,8,1,8,0.125,0.611749680715198,7.722860791826309,3.375,8,4,15,30.0,0.0
26374,36389.0,1,0.6230520435166128,0.0,0.0,9,1,9,0.1111111111111111,0.5335984640702139,9.539495337356007,13.222222222222221,9,2,17,30.0,0.0
29007,34969.0,1,0.5127825687605245,1.0,0.2,6,5,2,0.5,0.6398206179124777,8.220809057325075,11.0,6,2,15,15.0,1.0
148634,27744.0,9,0.547190398254228,1.0,0.2,24,2,23,0.391304347826087,0.6569664077851596,7.315617104893796,10.458333333333334,24,1,17,8.0,0.0
114859,29387.0,2,0.544806517311609,0.0,0.0,14,2,13,0.15384615384615385,0.6205564142194745,8.315687789799073,14.928571428571429,14,1,14,13.0,0.0
81915,8903.0,8,0.5991636798088411,0.0,0.0,29,1,29,0.27586206896551724,0.5493943472409152,9.514670255720054,11.827586206896552,29,0,14,7.0,0.0
119925,17871.0,19,0.3950617283950617,3.0,0.6,31,6,26,0.7307692307692307,0.779891304347826,5.991576086956521,18.06451612903226,31,1,12,3.0,0.0
31515,20871.0,1,0.6666666666666666,1.0,0.2,18,16,3,0.3333333333333333,0.5596330275229358,10.880733944954128,13.833333333333334,18,3,17,25.0,0.0
172237,22142.0,2,0.7214704100181781,0.0,0.0,26,14,13,0.15384615384615385,0.4160179287567823,8.687898089171975,9.23076923076923,26,0,9,14.0,0.0
109933,14826.0,1,0.6515151515151515,1.0,0.2,4,2,3,0.3333333333333333,0.4430379746835443,10.417721518987342,8.5,4,1,13,30.0,0.0
22405,43692.0,1,0.6192236598890942,1.0,0.2,7,4,4,0.25,0.5240818121838575,8.345502529140091,8.0,7,0,16,3.0,0.0
131706,49474.0,1,0.6236162361623616,0.0,0.0,37,10,28,0.03571428571428571,0.43186582809224316,10.016771488469601,13.18918918918919,37,3,17,16.0,0.0
144148,11543.0,11,0.49902534113060426,0.0,0.0,100,10,91,0.12087912087912088,0.7377300613496932,7.095092024539877,9.79,100,3,9,1.0,0.0
156982,39215.0,2,0.5673758865248227,0.0,0.0,10,3,8,0.25,0.6094182825484764,6.609418282548477,8.2,10,4,23,26.0,0.0
122963,39201.0,1,0.6242236024844721,1.0,0.2,6,2,5,0.2,0.5312954876273653,8.296943231441048,12.166666666666666,6,0,15,6.0,0.0
92314,14168.0,5,0.6438118811881188,4.0,0.8,6,1,6,0.8333333333333334,0.4654670547763959,10.165916909235248,4.166666666666667,6,3,16,6.0,1.0
66502,24964.0,1,0.4228392424889648,1.0,0.2,6,3,4,0.25,0.6801271657344823,8.769042977645794,16.833333333333332,6,0,17,6.0,0.0
18866,16797.0,1,0.43338200190039167,1.0,0.2,39,37,3,0.3333333333333333,0.6981553119600422,7.116095725108604,4.487179487179487,39,6,15,8.0,0.0
90469,14852.0,5,0.5290229885057471,1.0,0.2,13,2,12,0.4166666666666667,0.5928872250818905,9.698876930276088,17.923076923076923,13,5,13,8.0,0.0
18532,17200.0,2,0.7030598052851182,1.0,0.2,17,11,7,0.2857142857142857,0.4210950080515298,10.166264090177133,7.235294117647059,17,0,11,14.0,0.0
138791,23192.0,3,0.6528046421663443,0.0,0.0,100,21,80,0.0375,0.5071496663489037,10.950428979980934,7.1,100,5,7,1.0,0.0
3507,38371.0,2,0.6642091152815014,0.0,0.0,16,3,14,0.14285714285714285,0.45686203130688025,7.495813614852566,3.4375,16,1,14,30.0,0.0
89008,2086.0,3,0.5769809771452032,0.0,0.0,36,11,26,0.11538461538461539,0.5991991662552795,8.508090614886731,4.944444444444445,36,6,10,16.0,0.0
70734,43961.0,1,0.4853581031532633,1.0,0.2,4,1,4,0.25,0.630582796048473,9.194722869372054,5.25,4,0,9,16.0,0.0
185998,18441.0,1,0.695638229634381,0.0,0.0,24,11,14,0.07142857142857142,0.38878724516466284,9.99078672242551,12.708333333333334,24,5,10,30.0,0.0
72249,1940.0,3,0.40068233510235024,1.0,0.2,34,28,7,0.42857142857142855,0.7730166924797798,5.626785406986749,6.970588235294118,34,6,7,3.0,0.0
75031,22935.0,2,0.417855271584095,1.0,0.2,56,51,6,0.3333333333333333,0.6971241161638425,8.5175444783383,7.035714285714286,56,5,14,1.0,0.0
114617,47144.0,2,0.45992115637319314,0.0,0.0,13,7,7,0.2857142857142857,0.7139345921406471,6.121389121822861,6.230769230769231,13,3,17,30.0,0.0
132634,29091.0,1,0.6219239373601789,0.0,0.0,66,33,34,0.029411764705882353,0.5284810126582279,8.960970464135022,11.606060606060606,66,2,9,6.0,0.0
20562,1890.0,1,0.44623262618873444,1.0,0.2,10,8,3,0.3333333333333333,0.7115425195188858,6.556657522684111,8.0,10,5,10,16.0,0.0
1169,40706.0,1,0.4736261843238587,1.0,0.2,14,13,2,0.5,0.6555100587502225,9.46339089668269,7.214285714285714,14,3,17,13.0,0.0
133018,24516.0,1,0.8474945533769063,0.0,0.0,16,2,15,0.06666666666666667,0.20725388601036268,10.089810017271157,21.5,16,0,16,30.0,0.0
160106,14349.0,2,0.6875,0.0,0.0,55,45,11,0.18181818181818182,0.30434782608695654,12.91304347826087,41.945454545454545,55,0,15,7.0,0.0
137472,22935.0,2,0.417855271584095,0.0,0.0,19,4,16,0.125,0.6971241161638425,8.5175444783383,14.210526315789474,19,2,10,30.0,0.0
26654,18471.0,1,0.7096188747731398,1.0,0.2,41,40,2,0.5,0.4270860410709644,9.740317130231348,6.024390243902439,41,6,15,3.0,0.0
8803,48104.0,1,0.6498931877521956,0.0,0.0,58,37,22,0.045454545454545456,0.47462277091906724,9.647088165606684,13.275862068965518,58,0,11,3.0,0.0
69247,44661.0,1,0.5958305312710155,1.0,0.2,6,4,3,0.3333333333333333,0.5253750398978615,9.495052665177147,24.666666666666668,6,4,16,10.0,1.0
152377,10107.0,1,0.9376344086021505,1.0,0.2,4,2,3,0.3333333333333333,0.0718562874251497,8.297405189620758,7.75,4,3,11,16.0,0.0
14873,38933.0,1,0.7941176470588235,0.0,0.0,57,9,49,0.02040816326530612,0.26881720430107525,9.774193548387096,23.859649122807017,57,6,8,10.0,0.0
13838,23554.0,1,0.6667742977074589,0.0,0.0,22,8,15,0.06666666666666667,0.4743720298710115,9.760013577732519,14.681818181818182,22,6,9,13.0,0.0
173300,49131.0,2,0.6015106431677729,0.0,0.0,47,12,36,0.05555555555555555,0.5517135234968192,8.98317258362405,22.46808510638298,47,0,8,7.0,0.0
62736,17948.0,1,0.5562323446327684,0.0,0.0,32,15,18,0.05555555555555555,0.621200468149139,8.890820932954355,9.125,32,2,15,7.0,0.0
107139,22273.0,1,0.6666666666666666,1.0,0.2,8,5,4,0.25,0.4583333333333333,10.847222222222221,9.5,8,0,10,30.0,0.0
177569,14992.0,1,0.5729364228580852,1.0,0.2,7,6,2,0.5,0.5828201864529223,9.240668753655097,14.857142857142858,7,5,14,30.0,0.0
101513,6919.0,1,0.95,1.0,0.2,10,9,2,0.5,0.1780821917808219,8.917808219178083,5.8,10,0,8,30.0,0.0
899,35629.0,1,0.7238049251569291,1.0,0.2,11,8,4,0.25,0.32694182645433867,9.394540136496587,12.818181818181818,11,2,21,3.0,0.0
47447,49235.0,1,0.39555369127516776,0.0,0.0,27,19,9,0.1111111111111111,0.7814562598218963,6.07955735987428,12.25925925925926,27,3,9,8.0,0.0
104011,21137.0,15,0.35193242462354263,2.0,0.4,47,1,47,0.3191489361702128,0.7777038948477991,7.2489015161532855,7.085106382978723,47,0,8,11.0,0.0
5375,28199.0,1,0.5222341704092606,0.0,0.0,27,20,8,0.125,0.603038292529818,8.82016321406152,4.296296296296297,27,1,9,7.0,0.0
26749,37496.0,2,0.5975609756097561,0.0,0.0,44,15,30,0.06666666666666667,0.5841401567542647,10.049331489165514,11.636363636363637,44,1,10,10.0,0.0
163473,18660.0,1,0.7788347205707491,0.0,0.0,25,18,8,0.125,0.30895645028759244,9.892358258011503,12.04,25,2,17,12.0,0.0
172562,43352.0,1,0.4838140406992776,1.0,0.2,10,9,2,0.5,0.6854094378903539,6.190995836224844,3.7,10,3,12,17.0,0.0
135778,43768.0,2,0.5664788144437487,1.0,0.2,10,1,10,0.2,0.590302719343253,10.168761758166582,22.4,10,0,12,10.0,0.0
41190,23622.0,1,0.6654987152534455,0.0,0.0,52,47,6,0.16666666666666666,0.43282988871224165,9.576841547429783,17.442307692307693,52,5,20,5.0,0.0
73457,22043.0,1,0.7586206896551724,1.0,0.2,37,36,2,0.5,0.275,10.725,8.432432432432432,37,2,11,14.0,1.0
143177,2309.0,1,0.8176,0.0,0.0,100,11,90,0.011111111111111112,0.26297169811320753,10.12814465408805,7.45,100,5,12,5.0,0.0
42865,15269.0,1,0.6038167938931298,0.0,0.0,40,19,22,0.045454545454545456,0.5441892832289492,9.37508698677801,23.05,40,0,22,12.0,0.0
178785,8195.0,1,0.6058458813108946,0.0,0.0,13,2,12,0.08333333333333333,0.5793591654247392,7.872950819672131,11.76923076923077,13,0,16,13.0,0.0
160230,5355.0,1,0.6434782608695652,0.0,0.0,23,9,15,0.06666666666666667,0.55078125,10.0078125,13.043478260869565,23,0,9,3.0,0.0
38667,5640.0,3,0.4267198404785643,1.0,0.2,8,2,7,0.42857142857142855,0.74925,6.50175,5.75,8,5,14,27.0,0.0
114465,16185.0,1,0.5388253504170608,0.0,0.0,40,19,22,0.045454545454545456,0.6145508783559828,8.983592973152138,5.125,40,5,9,30.0,0.0
80329,5499.0,1,0.7346072186836518,0.0,0.0,28,15,14,0.07142857142857142,0.3843137254901961,10.093464052287581,14.928571428571429,28,4,14,10.0,0.0
45017,5373.0,5,0.6111111111111112,3.0,0.6,21,11,11,0.45454545454545453,0.49160438707172666,10.333883334950984,7.238095238095238,21,2,12,8.0,0.0
69800,21724.0,1,0.8061942749882685,0.0,0.0,59,6,54,0.018518518518518517,0.24593064401981599,10.847841472045294,16.52542372881356,59,0,20,4.0,0.0
193382,25900.0,1,0.6333333333333333,0.0,0.0,21,15,7,0.14285714285714285,0.5454545454545454,7.5,9.619047619047619,21,6,14,12.0,0.0
177192,4799.0,8,0.508696321379098,1.0,0.2,19,1,19,0.42105263157894735,0.6426783995600165,9.301113708235942,22.94736842105263,19,1,8,30.0,1.0
112910,14161.0,1,0.6208308952603862,1.0,0.2,4,2,3,0.3333333333333333,0.5284216335540839,8.532836644591612,3.5,4,5,13,30.0,0.0
104377,34358.0,1,0.5277023896207056,0.0,0.0,41,16,26,0.038461538461538464,0.5874320670726711,8.664554715023076,2.902439024390244,41,1,12,10.0,0.0
92955,44234.0,3,0.7421537305017853,0.0,0.0,31,2,30,0.1,0.3338758137205809,9.88720580871307,4.32258064516129,31,1,9,6.0,0.0
95153,20756.0,2,0.704225352112676,1.0,0.2,7,2,6,0.3333333333333333,0.4180327868852459,9.254098360655737,8.571428571428571,7,2,17,7.0,0.0
2920,38622.0,1,0.5805243445692884,1.0,0.2,22,21,2,0.5,0.5773405698778833,10.200361827227498,8.181818181818182,22,6,8,30.0,0.0
54886,44661.0,1,0.5958305312710155,0.0,0.0,58,52,7,0.14285714285714285,0.5253750398978615,9.495052665177147,16.53448275862069,58,6,17,7.0,0.0
143173,48559.0,1,0.4825345247766044,0.0,0.0,12,7,6,0.16666666666666666,0.7236812570145903,7.423232323232323,14.583333333333334,12,2,8,30.0,0.0
48683,24852.0,13,0.2540699875601709,4.0,0.8,17,1,17,0.7647058823529411,0.8435008940569022,4.894128849999471,23.529411764705884,17,0,16,10.0,1.0
167258,21376.0,1,0.5380313199105146,1.0,0.2,5,2,4,0.25,0.6046996399469395,10.259175036321142,6.2,5,0,20,28.0,0.0
129867,47226.0,1,0.673928320449754,0.0,0.0,100,42,59,0.01694915254237288,0.4105219552609776,10.454432477216239,8.01,100,0,16,2.0,0.0
106956,2962.0,6,0.39895356442119034,3.0,0.6,12,5,8,0.75,0.7976978036517597,4.82296903942842,8.166666666666666,12,5,18,7.0,0.0
37848,26242.0,9,0.7094748858447488,4.0,0.8,10,1,10,0.9,0.39314166955316937,10.171458261170766,9.3,10,1,15,30.0,1.0
93601,41030.0,1,0.7089552238805971,1.0,0.2,29,25,5,0.2,0.464,9.68,5.793103448275862,29,2,9,3.0,0.0
151394,3988.0,5,0.6952433628318584,1.0,0.2,45,14,32,0.15625,0.4822451317296678,10.313860252004583,8.11111111111111,45,1,8,7.0,0.0
139151,41665.0,2,0.5174825174825175,1.0,0.2,28,23,6,0.3333333333333333,0.6418576795339468,9.539227963194861,8.857142857142858,28,0,14,11.0,0.0
56852,12312.0,1,0.735977766548762,0.0,0.0,30,24,7,0.14285714285714285,0.3337821915502441,10.063289008584414,5.733333333333333,30,0,17,16.0,0.0
103487,25095.0,6,0.3904761904761905,2.0,0.4,15,1,15,0.4,0.7388059701492538,7.624378109452737,13.933333333333334,15,1,10,19.0,1.0
30554,18441.0,1,0.695638229634381,0.0,0.0,64,58,7,0.14285714285714285,0.38878724516466284,9.99078672242551,12.953125,64,6,19,4.0,0.0
82843,47737.0,2,0.7156862745098039,0.0,0.0,20,5,16,0.125,0.47959183673469385,10.525510204081632,33.8,20,3,11,0.0,0.0
1486,41874.0,1,0.713254593175853,0.0,0.0,21,6,16,0.0625,0.3715463917525773,9.4,20.476190476190474,21,0,13,6.0,0.0
