Store_ID,Store_Type,Store_Size,Sound_Consultant_Count,Years_Operation,Monthly_Revenue,Daily_Visitor_Count,Customer_Experience_Score,Avg_Transaction_Value,Return_Rate,Revenue_per_SqFt,Visitors_per_SqFt,Revenue_per_Consultant,Visitors_per_Consultant,Consultant_Density,Conversion_Rate,Overall_Score,Monthly_Revenue_std,Customer_Experience_Score_std,Daily_Visitor_Count_std,Avg_Transaction_Value_std,Return_Rate_std,Monthly_Revenue_format_std,Customer_Experience_Score_format_std,Daily_Visitor_Count_format_std,Avg_Transaction_Value_format_std,Return_Rate_format_std
QT014,Urban Standard,2930.0,4.0,8.4567,942034.0,99.0,7.83,1387.23,4.69,321.5133105802048,0.03378839590443686,235508.5,24.75,1.3651877133105803,0.2286449723428451,0.5613207547169811,-0.08720278126233641,-0.13569029947575367,-0.47351452199689376,0.2125551629524173,0.15378372826656,-0.19301595817687528,-0.7952911179225847,-1.1825768837062698,0.12707416184763448,-0.02290418137602326
QT015,Urban Standard,4034.0,4.0,3.0,1013283.0,139.0,8.12,1243.94,3.36,251.18567178978682,0.03445711452652454,253320.75,34.75,0.9915716410510659,0.19534183737146174,0.6018867924528302,0.08365998012957625,0.4197184629589644,0.38525563441268706,-0.5017658180507475,-0.49776797115584037,0.43040781187641897,0.5519475213398677,0.7428467911139865,-1.0633544975156932,-0.43904683450151966
QT016,Urban Standard,3288.0,,5.0,882394.0,104.0,8.2,1600.03,4.22,268.36800486618006,0.031630170316301706,,,,0.1767583043715366,0.5339622641509434,-0.23022591266647782,0.5729346732857838,-0.3661682524456962,1.2733933565281972,-0.07646386476240877,-0.7148617896408743,0.9235995597570973,-0.9418989243537377,1.8949799383324983,-0.16996211142789056
QT017,Urban Standard,4209.0,4.0,3.0,944970.0,135.0,8.01,1279.99,4.23,224.51176051318603,0.03207412687099073,236242.5,33.75,0.950344499881207,0.18228730374919017,0.32264150943396225,-0.08016193763720966,0.20904617375958906,0.29937861877172894,-0.3220514530206403,-0.07156497980434529,-0.16732616338850673,0.04092596851617996,0.5503044236319609,-0.7638573018282907,-0.1668332192991272
QT018,Urban Standard,4416.0,4.0,9.0,1076117.0,142.0,7.54,1520.14,4.69,243.68591485507247,0.03215579710144927,269029.25,35.5,0.9057971014492754,0.166175236763157,0.1339622641509434,0.2343426668942949,-0.6910990619104735,0.4496633961434056,0.8751303711674409,0.15378372826656,0.9802009200958844,-2.142529757185041,0.8872535667255057,1.231267567639944,-0.02290418137602326
QT019,Urban Standard,2987.0,4.0,4.0,905488.0,117.0,8.5,1414.98,4.07,303.14295279544694,0.03916973552058922,226372.0,29.25,1.3391362571141614,0.18231620883248467,0.7264150943396226,-0.17484401802115182,1.1474954620113573,-0.0870679516125824,0.3508928503195597,-0.1499471391333559,-0.5127909037953077,2.3172947038217107,-0.3161362300371544,0.35761638598981016,-0.21689549335933733
QT020,Urban Standard,4560.0,5.0,7.0,1121404.0,143.0,8.0,1414.09,4.22,245.9219298245614,0.03135964912280702,224280.8,28.6,1.0964912280701753,0.18485353393315404,0.40943396226415096,0.34294576132587357,0.18989414746873706,0.47113265005364513,0.3464560740400364,-0.07646386476240877,1.3764590047623855,-0.005530536285972718,0.9353891585960121,0.3502224191614657,-0.16996211142789056
QT021,Urban Standard,3625.0,4.0,6.0,1007749.0,118.0,8.08,1435.44,3.35,277.999724137931,0.03255172413793103,251937.25,29.5,1.103448275862069,0.1983188839359793,0.6924528301886792,0.07038885321491295,0.34311035779555643,-0.06559869770234289,0.4528888533297124,-0.5026668561139034,0.38198569867518206,0.36612150213125694,-0.26800063816664804,0.5275945447627444,-0.4421757266302827
QT022,Urban Standard,3611.0,4.0,9.0,1004146.0,126.0,7.68,1211.97,4.62,278.0797563001939,0.0348933813348103,251036.5,31.5,1.1077263915812794,0.21918619268388653,0.439622641509434,0.061748471886121516,-0.42297069383854047,0.10615533357957327,-0.6611408041814699,0.11949153356011774,0.35045970050675834,-1.4921386899548914,0.11708409679740323,-1.3289557553832738,-0.04480642627736526
QT023,Urban Standard,4565.0,5.0,5.0,1008152.0,161.0,7.97,1496.64,3.59,220.84381161007667,0.035268346111719605,201630.4,32.2,1.095290251916758,0.13946381371151986,0.3245283018867925,0.07135529053811666,0.13243806859617938,0.8575792204379565,0.7579795368204915,-0.3850936171203877,0.3855119205075092,-0.14490005069243486,1.8018298122651275,1.0360336120600835,-0.3670823155399677
QT024,Urban Standard,4187.0,4.0,8.0,1083331.0,139.0,8.02,1348.91,3.63,258.73680439455455,0.03319799379030332,270832.75,34.75,0.9553379508000955,0.1925937287992737,0.5415094339622641,0.25164261441189173,0.22819820005044106,0.38525563441268706,0.02152452583858355,-0.36549807728813505,1.043322915873572,0.08738247331833264,0.7428467911139865,-0.19128180316599283,-0.35456674702491514
QT025,Urban Standard,3403.0,4.0,6.0,945037.0,111.0,7.97,1521.04,3.82,277.7070232148105,0.03261827799000882,236259.25,27.75,1.175433441081399,0.18657950803062043,0.5566037735849056,-0.08000126443459267,0.13243806859617938,-0.21588347507401953,0.879616998865834,-0.2724192630849351,-0.1667399180714697,-0.14490005069243486,-0.6049497812601928,1.2387446127472566,-0.2951177965784157
QT026,Urban Standard,3795.0,4.0,4.0,931733.0,131.0,8.015,1384.88,4.22,245.5159420289855,0.034519104084321475,232933.25,32.75,1.054018445322793,0.1711933079365471,0.3886792452830189,-0.11190568663782367,0.21862218690501675,0.21350160313077088,0.2008400795177228,-0.07646386476240877,-0.28314898818879103,0.06415422091726042,0.3577620561499353,0.10755076628964919,-0.16996211142789056
QT027,Urban Standard,3311.0,4.0,6.0,920362.0,119.0,8.27,1362.55,2.96,277.9710057384476,0.035940803382663845,230090.5,29.75,1.2080942313500453,0.1892073551742814,0.7452830188679245,-0.13917456704017933,0.7069988573217512,-0.04412944379210337,0.0895218611786846,-0.6937233694783667,-0.382644443413089,1.2487950933721743,-0.21986504629614162,-0.07796303065070463,-0.5642025196520448
QT028,Urban Standard,3823.0,4.0,8.0,932363.0,114.0,7.69,1270.88,4.87,243.8825529688726,0.029819513471095998,233090.75,28.5,1.04629871828407,0.21451337674203552,0.2792452830188679,-0.11039487891172359,-0.40381866754768675,-0.15147571334330098,-0.3674660956121593,0.2419636575116967,-0.277636532222622,-1.4456821851527346,-0.4605430056486736,-0.8395416139700995,0.03341587694171298
QT029,Urban Standard,2911.0,4.0,6.0,883896.0,97.0,8.23,1323.45,3.19,303.6399862590175,0.03332188251459979,220974.0,24.25,1.374098248024734,0.22950948649129715,0.861320754716981,-0.22662395519885506,0.6303907521583432,-0.5164530298173728,-0.10539718660709031,-0.581049015442914,-0.701719394623119,1.0629690741635636,-1.2788480674472826,-0.40279910142400366,-0.49223800069049284
QT030,Urban Standard,3478.0,4.0,8.0,1005339.0,131.0,8.07,1442.23,4.72,289.0566417481311,0.037665324899367456,251334.75,32.75,1.1500862564692351,0.17737216004498546,0.5179245283018867,0.06460941413570469,0.32395833150470443,0.21350160313077088,0.4867379667431499,0.16848038314074915,0.36089836712205936,0.31966499732910425,0.3577620561499353,0.5840046961834782,-0.013517504989734072
QT031,Suburban,2228.0,3.0,2.0,621135.2000000001,79.0,4.5,1069.21,3.990652174,278.7859964093358,0.035457809694793535,207045.06666666668,26.333333333333332,1.3464991023339319,0.24511776252485323,0.5113207547169811,-0.8567526008436791,-6.513315054329604,-0.9028996002016841,-1.3728196599844695,-0.18881872625799728,-0.6616206892517256,-4.282032660697005,-0.24766841300606904,-1.0375135813999343,0.05153968075034079
QT032,Suburban,2857.0,3.0,3.0,654096.0,65.0,7.65,1000.94,3.990652174,228.94504725236263,0.022751137556877844,218032.0,21.666666666666668,1.0500525026251313,0.33511883444946367,0.39339622641509436,-0.7777090591001242,-0.4804267727110964,-1.2034691549450376,-1.7131552966170753,-0.18881872625799728,0.13860608337161423,-0.17824530920616755,-1.6341073662207053,-1.6746918396792179,0.05153968075034079
QT033,Suburban,2669.0,3.0,1.0,655192.8,91.0,8.28,1114.25,3.71,245.48250281004124,0.034095166729112024,218397.6,30.333333333333332,1.1240164855751218,0.21538915201917222,0.6528301886792452,-0.775078814792209,0.7261508836126032,-0.6452685532788099,-1.1482888693892954,-0.32630699762362975,0.16523434252228164,0.6425121610919985,0.9407078326064764,-0.6171457953606942,-0.5176010696141743
QT034,Suburban,2508.0,3.0,4.0,683078.4,94.0,8.08,1284.0,3.06,272.3598086124402,0.037480063795853266,227692.80000000002,31.333333333333332,1.1961722488038278,0.1886498309803142,0.6471698113207547,-0.7082061482415161,0.34311035779555643,-0.5808607915480913,-0.3020610340533524,-0.644734519897735,0.842244721234735,0.38195423401321615,1.2378018940096127,0.9671666309306256,-1.8357504445658703
QT035,Suburban,2579.0,3.0,4.0,616344.8,74.0,7.64,1378.13,3.84,238.98596355176426,0.02869329197363319,205448.2666666667,24.666666666666668,1.1632415664986429,0.20145617089301646,0.33490566037735847,-0.8682404950200441,-0.4995787990019501,-1.0102458697528818,0.16719037177976925,-0.26262149316880873,-0.7779226701373495,-0.19127320556010757,-0.7428251820112963,1.8457017041960284,-0.2539711946238353
QT036,Suburban,2993.0,,2.0,654676.8,99.0,7.9,1132.26,3.990652174,218.73598396257935,0.033077180086869364,,,,0.1946813443819432,0.3377358490566038,-0.7763162382631099,-0.0016261154397863035,-0.47351452199689376,-1.058506464002548,-0.18881872625799728,0.15270682454111478,0.14745209964231157,1.73295866301484,-0.4490546802060159,0.05153968075034079
QT037,Suburban,2529.0,3.0,1.0,659400.8,102.0,8.07,1045.12,4.15,260.73578489521555,0.04033214709371293,219800.2666666667,34.0,1.1862396204033216,0.20618728712142137,0.5443396226415094,-0.7649875784248611,0.32395833150470443,-0.4091067602661752,-1.4929117280448112,-0.11075605946885059,0.2673967372214097,0.3689263376592773,2.0300527244179762,-1.2623506143858438,0.3746846611223593
QT038,Suburban,2626.0,3.0,1.0,612102.4,87.0,8.09,1165.69,3.87,233.09306930693072,0.03313023610053313,204034.13333333333,29.0,1.1424219345011426,0.2011872730633056,0.5056603773584906,-0.8784142262854521,0.36226238408640843,-0.731145568919768,-0.8918531707166535,-0.24792483829461914,-0.8809202327018892,0.39498213036715507,0.5445824174022945,-0.1370454642359486,-0.19313353116452572
QT039,Suburban,2247.0,3.0,1.0,709564.8,74.0,8.02,1218.39,2.87,315.78317757009347,0.032932799287939477,236521.6,24.666666666666668,1.335113484646195,0.26233290143860655,0.850943396226415,-0.6446889137072663,0.22819820005044106,-1.0102458697528818,-0.6291361932662604,-0.737813334100935,1.4852851325843044,0.30378685588958054,-0.7428251820112963,0.3548147117025058,-2.2210556464748277
QT040,Suburban,2346.0,3.0,3.0,641546.4,74.0,8.1,1257.79,3.990652174,273.46393861892585,0.03154305200341006,213848.80000000002,24.666666666666668,1.278772378516624,0.22975605217473893,0.6849056603773584,-0.8078043490040379,0.3814144103772604,-1.0102458697528818,-0.4327216029143544,-0.18881872625799728,-0.16607480743546169,0.40801002672109393,-0.7428251820112963,0.7225431923851436,0.05153968075034079
QT041,Suburban,1937.0,,4.0,582680.8,68.0,7.96,1413.46,4.41,300.81610738255034,0.035105833763551884,,,,0.20207706135104983,0.5584905660377358,-0.948970385958827,0.11328604230532738,-1.139061393214319,0.3433154346511613,0.01661494944079143,-1.5952218277303742,0.22561947776594604,-1.337013304817569,2.1754440194883538,0.9019444111030374
QT042,Suburban,2090.0,3.0,4.0,598505.6,76.0,8.39,1222.68,4.45,286.3663157894737,0.03636363636363636,199501.86666666667,25.333333333333332,1.4354066985645932,0.21469432405891228,0.7037735849056603,-0.9110208143651944,0.9368231728119819,-0.9673073619324027,-0.6077499345705835,0.036210489273044086,-1.2110251871327613,0.785819020985331,-0.5447624744092053,0.3948541833301329,0.9830612957154495
QT043,Suburban,2779.0,3.0,3.0,662995.2000000001,89.0,7.78,1365.55,3.91,238.57329974811086,0.032025908600215904,220998.40000000002,29.666666666666668,1.0795250089960418,0.18184087656165215,0.3056603773584906,-0.7563678208205846,-0.23145043093001538,-0.688207061099289,0.10447728683999728,-0.2283292984623665,0.35466206790262367,-0.008882656604958543,0.7426451250043854,1.7282899202623314,-0.11201664655211357
QT044,Suburban,2703.0,3.0,1.0,645447.2000000001,91.0,7.86,1153.71,4.33,238.78919718830932,0.03366629670736219,215149.06666666668,30.333333333333332,1.1098779134295227,0.20492805452630714,0.3358490566037736,-0.7984498112612264,-0.07823422060319599,-0.6452685532788099,-0.9515751705241623,-0.022576130223713874,-0.07137065599953878,0.09534051422655487,0.9407078326064764,-0.24885732206787817,0.7397106418782131
QT045,Suburban,2563.0,3.0,4.0,585376.0,79.0,7.97,1208.66,3.990652174,228.39484978540773,0.030823253999219664,195125.33333333334,26.333333333333332,1.1705033164260632,0.20435365845399384,0.40943396226415096,-0.9425070066201209,0.13243806859617938,-0.9028996002016841,-0.6776416238277846,-0.18881872625799728,-1.5297873966008386,0.23864737411988493,-0.24766841300606904,0.264002576752199,0.05153968075034079
QT046,Suburban,2679.0,3.0,3.0,724869.6000000001,92.0,7.63,1140.71,3.61,270.57469204927213,0.03434117207913401,241623.20000000004,30.666666666666668,1.1198208286674132,0.23023723211287558,0.49811320754716987,-0.6079863580145415,-0.5187308252928021,-0.6237992993685705,-1.0163820150565173,-0.3752958472042614,1.8568571426582636,-0.20430110191404646,1.0397391864075218,-0.37018905427280985,-0.7203932811452047
QT047,Suburban,2450.0,3.0,1.0,647380.8,79.0,7.74,1132.0,4.35,264.2370612244898,0.03224489795918367,215793.6,26.333333333333332,1.2244897959183674,0.2413042894842779,0.43396226415094347,-0.79381283059585,-0.30805853609342504,-0.9028996002016841,-1.0598026008931953,-0.012778360307587763,-0.02442645296003505,-0.060994242020715246,-0.24766841300606904,-0.45148131485011445,0.7802690841844183
QT048,Suburban,2849.0,3.0,4.0,690824.8,81.0,7.64,1173.66,4.9,242.4797472797473,0.028431028431028432,230274.93333333335,27.0,1.053001053001053,0.24222521100852323,0.27264150943396226,-0.6896294482899895,-0.4995787990019501,-0.8599610923812051,-0.8521215898764326,0.2566603123858863,1.0303128710202216,-0.19127320556010757,-0.049605705403978136,-0.0626597791841556,1.8956262476050858
QT049,Suburban,2941.0,3.0,1.0,719995.2000000001,79.0,7.72,1171.93,4.66,244.81305678340703,0.0268616116967018,239998.40000000002,26.333333333333332,1.0200612036722205,0.2592266116900964,0.3547169811320755,-0.6196756932210531,-0.34636258867513076,-0.9028996002016841,-0.8607458853411231,0.1390870733923704,1.7385157983803567,-0.08705003472859418,-0.24766841300606904,-0.0788062327775813,1.408924939930613
QT050,Suburban,2163.0,3.0,3.0,590856.0,74.0,8.34,1139.6,3.1,273.1650485436893,0.03421174294960703,196952.0,24.666666666666668,1.3869625520110958,0.23354804435885518,0.8056603773584905,-0.9293653775105518,0.8410630413577186,-1.0102458697528818,-1.0219155225512035,-0.6251389800654824,-1.396743213389997,0.7206795392156342,-0.7428251820112963,-0.3805489175610783,-1.7546335599534582
QT051,Suburban,2507.0,3.0,2.392857143,662995.2000000002,74.04,7.96,1099.79,4.071304348,264.45759872357405,0.02953330674112485,220998.40000000005,24.680000000000003,1.1966493817311528,0.2714019432490351,0.5622641509433963,-0.7563678208205843,0.11328604230532738,-1.009387099596472,-1.2203740210768226,-0.14930815405362807,0.3546620679026265,0.22561947776594604,-0.7388639278592538,-0.7521040144132571,0.21509600805279513
QT052,Suburban,2478.0,3.0,,645447.2000000002,71.98,7.99,1080.69,3.990652174,260.47102502017765,0.029047619047619048,215149.06666666674,23.993333333333336,1.2106537530266344,0.2765836421662668,0.5962264150943397,-0.798449811261226,0.17074212117788506,-1.0536137626515656,-1.315590231120513,-0.18881872625799728,-0.07137065599953595,0.26470316682776385,-0.9428685166894077,-0.9303683286528098,0.05153968075034079
QT053,Urban Standard,1866.0,3.0,2.345238095,585376.0,69.92,8.02,1061.59,4.047246377,313.7063236870311,0.03747052518756699,195125.33333333334,23.30666666666667,1.607717041800643,0.26287871274417624,0.7584905660377359,-0.9425070066201209,0.22819820005044106,-1.097840425706659,-1.4108064411642045,-0.16109387727897023,-3.313748529576724,0.08738247331833264,-2.5823598953005957,-2.5782869145364415,-0.22401485654989192
,,,,,,,,,,,,,,,,,,,,,,,,,,
